Wavelength [nm], Irradiance (before midnight), Irradiance (after midnight)
666.5, 1.12780119232e-09, 1.48561345641e-09
667.0, 1.94756694161e-09, 1.75601865823e-09
667.5, 2.78476885435e-09, 2.19276842255e-09
668.0, 2.92814253678e-09, 2.55925610102e-09
668.5, 3.34951862529e-09, 2.85606958104e-09
669.0, 3.84852893746e-09, 2.90953349947e-09
669.5, 4.24207592949e-09, 2.97197127141e-09
670.0, 3.7396714612e-09, 2.60010856787e-09
670.5, 2.70926447388e-09, 2.28375740524e-09
671.0, 2.08478645961e-09, 1.80163556163e-09
671.5, 1.88442449565e-09, 1.7897039313e-09
672.0, 2.05082941814e-09, 1.76591555638e-09
672.5, 1.95751589558e-09, 1.50394904708e-09
673.0, 1.4390207547e-09, 1.26707184921e-09
673.5, 1.59681812354e-09, 9.84183220573e-10
674.0, 1.16532647468e-09, 1.14049466221e-09
674.5, 5.85776042262e-10, 1.030369068e-09
675.0, 1.00533028256e-09, 9.21164495341e-10
675.5, 1.30138139978e-09, 6.79409753504e-10
676.0, 8.94203284806e-10, 4.9964552226e-10
676.5, 7.75066188867e-10, 5.82155238455e-10
677.0, 9.10553849264e-10, 5.35284355128e-10
677.5, 7.87220267324e-10, 3.42969090002e-10
678.0, 6.25166381999e-10, 1.10034458905e-10
678.5, 7.2913208678e-11, 1.30614010107e-10
679.0, 8.19891121477e-10, 4.23690239142e-12
679.5, 3.2908402727e-10, -1.29123750269e-10
680.0, 5.46002102764e-10, 1.66268199034e-10
680.5, 5.69241626792e-10, 1.63608024785e-10
681.0, 4.61961729557e-10, 9.8562082177e-11
681.5, 4.24334307536e-10, 6.31316220065e-11
682.0, 4.6096846316e-10, 4.69010271127e-11
682.5, 1.85849971715e-12, -3.39249163421e-10
683.0, 7.00782039294e-10, -7.53400848508e-10
683.5, 4.66548362896e-10, -6.9445911361e-10
684.0, -1.66448762919e-10, -7.90392612569e-10
684.5, -1.97390804175e-10, -9.64368218706e-10
685.0, -3.84337415457e-10, -1.17147687696e-09
685.5, -4.5620924848e-10, -1.32874506679e-09
686.0, -3.72647150675e-10, -1.3614364567e-09
686.5, -4.54532670281e-10, -1.25313280131e-09
687.0, -2.70364020148e-10, -1.21250820197e-09
687.5, -1.42262889353e-10, -1.22100183865e-09
688.0, -4.84326144389e-10, -1.16404009995e-09
688.5, -4.33404720786e-10, -1.11900413323e-09
689.0, -1.25993497341e-10, -1.09721009023e-09
689.5, -3.26368179045e-10, -1.12651690097e-09
690.0, 1.08086189036e-10, -1.11635472438e-09
690.5, -1.11676863426e-10, -1.0754190633e-09
691.0, -1.58171065383e-10, -1.00427682718e-09
691.5, -4.88750172551e-10, -9.74355530536e-10
692.0, -4.44590677308e-11, -9.07246689814e-10
692.5, -7.28655745148e-11, -6.75471049564e-10
693.0, -7.05205206908e-11, -6.50448257331e-10
693.5, -6.22465036168e-10, -6.09056805933e-10
694.0, -4.92127825905e-10, -4.93980410138e-10
694.5, 8.18239249961e-11, -3.45858364342e-10
695.0, 1.65995487704e-10, -1.38657339341e-10
695.5, 1.83297318174e-10, -8.9914275153e-11
696.0, 3.30176102913e-10, -2.73955342895e-10
696.5, 4.12773958664e-10, -5.3248190473e-10
697.0, 2.71521349483e-10, -7.06621906617e-10
697.5, 2.00767155982e-10, -5.54154272352e-10
698.0, 3.11734544581e-10, -3.60702640148e-10
698.5, 6.46629063184e-11, -4.5264657221e-10
699.0, 2.37454752189e-10, -4.61005883482e-10
699.5, 5.1897724326e-10, -4.31868282687e-10
700.0, 4.48334612093e-10, -3.86072738732e-10
700.5, 3.65613284164e-10, -9.8754776439e-11
701.0, 9.92117607988e-10, 1.21583497978e-10
701.5, 1.4721182374e-09, 2.39484531619e-10
702.0, 8.82681305161e-10, 2.144501614e-10
702.5, 1.24414333568e-09, 2.30508004268e-10
703.0, 1.06541611425e-09, 2.00668722964e-10
703.5, 8.99117920681e-10, 2.06427580563e-10
704.0, 1.67881324546e-09, 2.77037108103e-10
704.5, 1.42436613292e-09, 1.97112830814e-10
705.0, 8.67804180978e-10, 4.69810460856e-10
705.5, 9.73238685945e-10, 7.7904456391e-10
706.0, 8.85496927497e-10, 4.21887247434e-10
706.5, 1.23574721876e-09, 3.24618344374e-10
707.0, 1.54210719906e-09, 2.52069661667e-10
707.5, 1.43131437444e-09, 1.47472782529e-10
708.0, 1.85985495215e-09, 4.05466494901e-11
708.5, 1.88521770121e-09, 2.95808949727e-10
709.0, 1.54768467814e-09, 4.13693706563e-10
709.5, 1.92844547888e-09, 5.63664927453e-10
710.0, 1.67598769926e-09, 6.77652483253e-10
710.5, 1.05134054779e-09, 5.63362959249e-10
711.0, 1.3945679323e-09, 2.09825487389e-10
711.5, 7.47567494346e-10, 2.98644557767e-10
712.0, 2.88203733157e-09, 3.42195562061e-10
712.5, 1.93274567474e-09, 2.88994494994e-10
713.0, 1.87799514307e-09, 4.05162859037e-10
713.5, 1.11113529526e-09, 9.08680709544e-11
714.0, 1.06916385434e-09, -9.54260982913e-11
714.5, 1.31073445347e-09, -4.04297409576e-11
715.0, 1.53773020084e-09, -1.80488967734e-10
715.5, 1.30866260976e-09, -7.68408180571e-11
716.0, 1.82497866882e-09, -1.21520024772e-11
716.5, 1.91316035111e-09, -1.57934564087e-10
717.0, 1.58170162782e-09, 7.96841428149e-11
717.5, 1.60471224707e-09, 2.07916957058e-10
718.0, 1.83473885182e-09, 3.94732730741e-10
718.5, 2.14815951001e-09, 6.27131240524e-10
719.0, 2.46119265774e-09, 5.92662553488e-10
719.5, 2.83032437716e-09, 9.58953960998e-10
720.0, 3.42848111795e-09, 1.6652110213e-09
720.5, 3.92248005784e-09, 1.82692770489e-09
721.0, 3.78034530663e-09, 1.3888931248e-09
721.5, 4.37677564505e-09, 1.63727039148e-09
722.0, 3.70979762439e-09, 1.68908536814e-09
722.5, 3.17093533144e-09, 1.75533038323e-09
723.0, 3.4912200751e-09, 1.64056616316e-09
723.5, 4.50037942087e-09, 1.57869794818e-09
724.0, 4.47255504267e-09, 1.67483913196e-09
724.5, 4.85290807302e-09, 2.18168158385e-09
725.0, 3.64639467223e-09, 2.04881167899e-09
725.5, 3.31562492376e-09, 1.89261575159e-09
726.0, 4.47312732953e-09, 1.82765369154e-09
726.5, 4.99055566619e-09, 2.19309060152e-09
727.0, 5.41567756473e-09, 2.02928858817e-09
727.5, 5.14066233627e-09, 2.09248321967e-09
728.0, 4.86223423263e-09, 2.13063132654e-09
728.5, 4.5803640982e-09, 2.09590353866e-09
729.0, 4.29502263043e-09, 2.06001004988e-09
729.5, 4.00618037958e-09, 2.02293293426e-09
730.0, 3.71380774837e-09, 1.9846541292e-09
