Wavelength [nm], Irradiance
7.884491756549059573e+02,1.718597639340516681e-01
7.883111841062349185e+02,1.705704995083659470e-01
7.881730979480063297e+02,1.711620923619242562e-01
7.880349172469119594e+02,1.687590013912631803e-01
7.878966420696435762e+02,1.727777528447456412e-01
7.877582724828931759e+02,1.703216225148000140e-01
7.876198085533524136e+02,1.713497700947772540e-01
7.874812503477131713e+02,1.712192116719229995e-01
7.873425979326673314e+02,1.701502645848038120e-01
7.872038513749066624e+02,1.716516864476277104e-01
7.870650107411230465e+02,1.704929804447962161e-01
7.869260760980083660e+02,1.709948143826422462e-01
7.867870475122542757e+02,1.701461846340896200e-01
7.866479250505527716e+02,1.728063124997450128e-01
7.865087087795956222e+02,1.706888180790775977e-01
7.863693987660745961e+02,1.717700050183393889e-01
7.862299950766816892e+02,1.740180578618610308e-01
7.860904977781085563e+02,1.712885708340643187e-01
7.859509069370471934e+02,1.700809054226624928e-01
7.858112226201892554e+02,1.703338623669426177e-01
7.856714448942267381e+02,1.716761661519128901e-01
7.855315738258514102e+02,1.724064773297538655e-01
7.853916094817551539e+02,1.707908168469324806e-01
7.852515519286296239e+02,1.731775880147367885e-01
7.851114012331668164e+02,1.728063124997450128e-01
7.849711574620584997e+02,1.695056323719609515e-01
7.848308206819965562e+02,1.692200358219672629e-01
7.846903909596728681e+02,1.703134626133716301e-01
7.845498683617790903e+02,1.694077135548202606e-01
7.844092529550071049e+02,1.696280308933867942e-01
7.842685448060489080e+02,1.689181194691168064e-01
7.841277439815961543e+02,1.717740849690535809e-01
7.839868505483407262e+02,1.695627516819596947e-01
7.838458645729743921e+02,1.729899102818837908e-01
7.837047861221891480e+02,1.732061476697361602e-01
7.835636152626767625e+02,1.712967307354927027e-01
7.834223520611290041e+02,1.727981525983166011e-01
7.832809965842376414e+02,1.767801844953713064e-01
7.831395488986947839e+02,1.711212928547823087e-01
7.829980090711919729e+02,1.706643383747924458e-01
7.828563771684210906e+02,1.710723334462119771e-01
7.827146532570741329e+02,1.718964834904794237e-01
7.825728374038427546e+02,1.705827393605085229e-01
7.824309296754189518e+02,1.731939078175935565e-01
7.822889301384943792e+02,1.729695105283128309e-01
7.821468388597609191e+02,1.713048906369211144e-01
7.820046559059105675e+02,1.710478537419267975e-01
7.818623813436349792e+02,1.735611033818711402e-01
7.817200152396260364e+02,1.736957417554395866e-01
7.815775576605755077e+02,1.713171304890636903e-01
7.814350086731752754e+02,1.714109693554901892e-01
7.812923683441172216e+02,1.716761661519128901e-01
7.811496367400932286e+02,1.711416926083532963e-01
7.810068139277948376e+02,1.726798340276049504e-01
7.808638999739142719e+02,1.725084760976087483e-01
7.807208949451430726e+02,1.720923211247608053e-01
7.805777989081731221e+02,1.730511095425967261e-01
7.804346119296964162e+02,1.725207159497513243e-01
7.802913340764046097e+02,1.729613506268844192e-01
7.801479654149895850e+02,1.722677590054712271e-01
7.800045060121432243e+02,1.742261353482849884e-01
7.798609559345572961e+02,1.727981525983166011e-01
7.797173152489236827e+02,1.708152965512176602e-01
7.795735840219341526e+02,1.711049730519255407e-01
7.794297623202805880e+02,1.728675117604579203e-01
7.792858502106547576e+02,1.712355314747797952e-01
7.791418477597485435e+02,1.719862424061917305e-01
7.789977550342538279e+02,1.734142251561601178e-01
7.788535721008623796e+02,1.702441034512303109e-01
7.787092990262660805e+02,1.720474416669046658e-01
7.785649358771566995e+02,1.726186347668920151e-01
7.784204827202260049e+02,1.730388696904541501e-01
7.782759396221659927e+02,1.720719213711898454e-01
7.781313066496684314e+02,1.713701698483482416e-01
7.779865838694250897e+02,1.726961538304617183e-01
7.778417713481278497e+02,1.762865104589536602e-01
7.776968691524685937e+02,1.728389521054585765e-01
7.775518773491390903e+02,1.716027270390573789e-01
7.774067960048312216e+02,1.768699434110835855e-01
7.772616251862366425e+02,1.712232916226371915e-01
7.771163649600474628e+02,1.723289582661841346e-01
7.769710153929553371e+02,1.747891685468439538e-01
7.768255765516520341e+02,1.708683359105022115e-01
7.766800485028295498e+02,1.713130505383494984e-01
7.765344313131797662e+02,1.723044785618989827e-01
7.763887250493942247e+02,1.715415277783444437e-01
7.762429297781650348e+02,1.711539324604958723e-01
7.760970455661838514e+02,1.715986470883431592e-01
7.759510724801426704e+02,1.733285461911620029e-01
7.758050105867332604e+02,1.737691808682950978e-01
7.756588599526473899e+02,1.742098155454282205e-01
7.755126206445768275e+02,1.754419606611152260e-01
7.753662927292135691e+02,1.749319668218407842e-01
7.752198762732493833e+02,1.740914969747165419e-01
7.750733713433761523e+02,1.731286286061664292e-01
7.749267780062856446e+02,1.725941550626068355e-01
7.747800963286696287e+02,1.752053235196918690e-01
7.746333263772201008e+02,1.732265474233071201e-01
7.744864682186287155e+02,1.740139779111468388e-01
7.743395219195874688e+02,1.724146372311822495e-01
7.741924875467881293e+02,1.712396114254939872e-01
7.740453651669224655e+02,1.729980701833121748e-01
7.738981548466823597e+02,1.743403739682824749e-01
7.737508566527596940e+02,1.710682534954977851e-01
7.736034706518461235e+02,1.730511095425967261e-01
7.734559969106337576e+02,1.724309570340390174e-01
7.733084354958142512e+02,1.709580948262144906e-01
7.731607864740793730e+02,1.708846557133589794e-01
7.730130499121211187e+02,1.703950616276555252e-01
7.728652258766312571e+02,1.716476064969135185e-01
7.727173144343015565e+02,1.728919914647431000e-01
7.725693156518238993e+02,1.711212928547823087e-01
7.724212295958901677e+02,1.704521809376542685e-01
7.722730563331921303e+02,1.706643383747924458e-01
7.721247959304215556e+02,1.732959065854484393e-01
7.719764484542704395e+02,1.726431144711771948e-01
7.718280139714305506e+02,1.752787626325474080e-01
7.716794925485936574e+02,1.729246310704566636e-01
7.715308842524516422e+02,1.730021501340263945e-01
7.713821891496962735e+02,1.723289582661841346e-01
7.712334073070194336e+02,1.715741673840580073e-01
7.710845387911130047e+02,1.723779176747544939e-01
7.709355836686687553e+02,1.712804109326359348e-01
7.707865420063785677e+02,1.735366236775859883e-01
7.706374138709342105e+02,1.730062300847405865e-01
7.704881993290275659e+02,1.724962362454661446e-01
7.703388984473504024e+02,1.738466999318648287e-01
7.701895112925946023e+02,1.722799988576138031e-01
7.700400379314520478e+02,1.691996360683963030e-01
7.698904784306143938e+02,1.746341304197045197e-01
7.697408328567736362e+02,1.726635142247481547e-01
7.695911012766216572e+02,1.720229619626194861e-01
7.694412837568499981e+02,1.702685831555154905e-01
7.692913803641508821e+02,1.718924035397652317e-01
7.691413911652158504e+02,1.721943198926156882e-01
7.689913162267367852e+02,1.700074663098069816e-01
7.688411556154055688e+02,1.707173777340769694e-01
7.686909093979140835e+02,1.718679238354800798e-01
7.685405776409540977e+02,1.720964010754749973e-01
7.683901604112173800e+02,1.688691600605464749e-01
7.682396577753959264e+02,1.720556015683330497e-01
7.680890698001813917e+02,1.701502645848038120e-01
7.679383965522657718e+02,1.707173777340769694e-01
7.677876380983407216e+02,1.716843260533412741e-01
7.676367945050982371e+02,1.725411157033223120e-01
7.674858658392299731e+02,1.724431968861816211e-01
7.673348521674279255e+02,1.719944023076201145e-01
7.671837535563838628e+02,1.714517688626321368e-01
7.670325700727896674e+02,1.732959065854484393e-01
7.668813017833371077e+02,1.742914145597121156e-01
7.667299487547179524e+02,1.722840788083279950e-01
7.665785110536241973e+02,1.741404563832869012e-01
7.664269887467476110e+02,1.721780000897589202e-01
7.662753819007799621e+02,1.715333678769160597e-01
7.661236905824131327e+02,1.728552719083153444e-01
7.659719148583388915e+02,1.726757540768907584e-01
7.658200547952492343e+02,1.754338007596868143e-01
7.656681104598358161e+02,1.745647712575632005e-01
7.655160819187905190e+02,1.743566937711392428e-01
7.653639692388052254e+02,1.739160590940061479e-01
7.652117724865717037e+02,1.730796691975960977e-01
7.650594917287819499e+02,1.753154821889751636e-01
7.649071270321275051e+02,1.708928156147873634e-01
7.647546784633003654e+02,1.711253728054965006e-01
7.646021460889924128e+02,1.742098155454282205e-01
7.644495299758954161e+02,1.722759189068996111e-01
7.642968301907011437e+02,1.737528610654383299e-01
7.641440468001015915e+02,1.717536852154825933e-01
7.639911798707885282e+02,1.737406212132957539e-01
7.638382294694536085e+02,1.735243838254433846e-01
7.636851956627888285e+02,1.734999041211582049e-01
7.635320785174860703e+02,1.742098155454282205e-01
7.633788781002371024e+02,1.739894982068616591e-01
7.632255944777338073e+02,1.730837491483102897e-01
7.630722277166678396e+02,1.732591870290206837e-01
7.629187778837311953e+02,1.735203038747291926e-01
7.627652450456156430e+02,1.734264650083026937e-01
7.626116292690130649e+02,1.725737553090358756e-01
7.624579306206152296e+02,1.753685215482596871e-01
7.623041491671140193e+02,1.709132153683583510e-01
7.621502849752012025e+02,1.737651009175809058e-01
7.619963381115687753e+02,1.702318635990877349e-01
7.618423086429083924e+02,1.754542005132578020e-01
7.616881966359119360e+02,1.744790922925651133e-01
7.615340021572711748e+02,1.719168832440504113e-01
7.613797252736781047e+02,1.740180578618610308e-01
7.612253660518243805e+02,1.732143075711645441e-01
7.610709245584019982e+02,1.717455253140542093e-01
7.609164008601026126e+02,1.733897454518749381e-01
7.607617950236183333e+02,1.721494404347595486e-01
7.606071071156407015e+02,1.703950616276555252e-01
7.604523372028615995e+02,1.743281341161398712e-01
7.602974853519729095e+02,1.730796691975960977e-01
7.601425516296665137e+02,1.707989767483608923e-01
7.599875361026342944e+02,1.708030566990750843e-01
7.598324388375679064e+02,1.734631845647304493e-01
7.596772599011592320e+02,1.705908992619369069e-01
7.595219993601001534e+02,1.698769078869527271e-01
7.593666572810825528e+02,1.706235388676504705e-01
7.592112337307980852e+02,1.713212104397778823e-01
7.590557287759387464e+02,1.698565081333817395e-01
7.589001424831964187e+02,1.712314515240655755e-01
7.587444749192626432e+02,1.716516864476277104e-01
7.585887261508295296e+02,1.683346865169868811e-01
7.584328962445888465e+02,1.695913113369590386e-01
7.582769852672323623e+02,1.700033863590927896e-01
7.581209932854519593e+02,1.686937221798360809e-01
7.579649203659394061e+02,1.711539324604958723e-01
7.578087665753866986e+02,1.676125352405742897e-01
7.576525319804853780e+02,1.708112166005034682e-01
7.574962166479275538e+02,1.694485130619622082e-01
7.573398206444048810e+02,1.697830690205262283e-01
7.571833440366093555e+02,1.704113814305123209e-01
7.570267868912327458e+02,1.686202830669805419e-01
7.568701492749667068e+02,1.688324405041187193e-01
7.567134312545033481e+02,1.701380247326612360e-01
7.565566328965343246e+02,1.721739201390447283e-01
7.563997542677515185e+02,1.694403531605338242e-01
7.562427954348468120e+02,1.674330174091497037e-01
7.560857564645118600e+02,1.680123704105654370e-01
7.559286374234386585e+02,1.701298648312328521e-01
7.557714383783190897e+02,1.729083112675998957e-01
7.556141593958448084e+02,1.710968131504971290e-01
7.554568005427076969e+02,1.712559312283507551e-01
7.552993618855997511e+02,1.680735696712783722e-01
7.551418434912126258e+02,1.722922387097563790e-01
7.549842454262380897e+02,1.709540148755002986e-01
7.548265677573682524e+02,1.707051378819343934e-01
7.546688105512946549e+02,1.714068894047759972e-01
7.545109738747092933e+02,1.713130505383494984e-01
7.543530577943039361e+02,1.703542621205135776e-01
7.541950623767704656e+02,1.687957209476909637e-01
7.540369876888007639e+02,1.721698401883305363e-01
7.538788337970864859e+02,1.670821416477288879e-01
7.537206007683196276e+02,1.716924859547696580e-01
7.535622886691918438e+02,1.693057147869653778e-01
7.534038975663951305e+02,1.668822240627333142e-01
7.532454275266213699e+02,1.693424343433931334e-01
7.530868786165622168e+02,1.696361907948152059e-01
7.529282509029095536e+02,1.711090530026397327e-01
7.527695444523552624e+02,1.745892509618483801e-01
7.526107593315911117e+02,1.740955769254307339e-01
7.524518956073089839e+02,1.712110517704946155e-01
7.522929533462006475e+02,1.703420222683710017e-01
7.521339326149580984e+02,1.691384368076833677e-01
7.519748334802729914e+02,1.726308746190345911e-01
7.518156560088372089e+02,1.684489251369843399e-01
7.516564002673426330e+02,1.692934749348227741e-01
7.514970663224810323e+02,1.704521809376542685e-01
7.513376542409442891e+02,1.703909816769413332e-01
7.511781640894241718e+02,1.697463494640984727e-01
7.510185959346125628e+02,1.734835843183014370e-01
7.508589498432013443e+02,1.734387048604452974e-01
7.506992258818821711e+02,1.698565081333817395e-01
7.505394241173471528e+02,1.732714268811632874e-01
7.503795446162878306e+02,1.722555191533286234e-01
7.502195874453960869e+02,1.725533555554648879e-01
7.500595526713639174e+02,1.714191292569185732e-01
7.498994403608830908e+02,1.742587749539985520e-01
7.497392505806453755e+02,1.702889829090864504e-01
7.495789833973426539e+02,1.719984822583343065e-01
7.494186388776668082e+02,1.727532731404604616e-01
7.492582170883096069e+02,1.730103100354547785e-01
7.490977180959628186e+02,1.752583628789764203e-01
7.489371419673183254e+02,1.712681710804933588e-01
7.487764887690680098e+02,1.716884060040554660e-01
7.486157585679036401e+02,1.721535203854737406e-01
7.484549514305170987e+02,1.722228795476150598e-01
7.482940674236001541e+02,1.691873962162536993e-01
7.481331066138446886e+02,1.727777528447456412e-01
7.479720690679425843e+02,1.702726631062296825e-01
7.478109548525854962e+02,1.719617627019065509e-01
7.476497640344655338e+02,1.720719213711898454e-01
7.474884966802742383e+02,1.728797516126005240e-01
7.473271528567036057e+02,1.716394465954851345e-01
7.471657326304454045e+02,1.707663371426473287e-01
7.470042360681915170e+02,1.723942374776112618e-01
7.468426632366337117e+02,1.713293703412062663e-01
7.466810142024639845e+02,1.706724982762208298e-01
7.465192890323739903e+02,1.723044785618989827e-01
7.463574877930554976e+02,1.717006458561980697e-01
7.461956105512006161e+02,1.747646888425587741e-01
7.460336573735008869e+02,1.726308746190345911e-01
7.458716283266483060e+02,1.722555191533286234e-01
7.457095234773346419e+02,1.742261353482849884e-01
7.455473428922518906e+02,1.728552719083153444e-01
7.453850866380915932e+02,1.730429496411683421e-01
7.452227547815458593e+02,1.719740025540491546e-01
7.450603473893063438e+02,1.720556015683330497e-01
7.448978645280649289e+02,1.737691808682950978e-01
7.447353062645133832e+02,1.723167184140415586e-01
7.445726726653437026e+02,1.711743322140668599e-01
7.444099637972475421e+02,1.730837491483102897e-01
7.442471797269167837e+02,1.755602792318268768e-01
7.440843205210434235e+02,1.702645032048012985e-01
7.439213862463191163e+02,1.750339655896956670e-01
7.437583769694356306e+02,1.711824921154952439e-01
7.435952927570849624e+02,1.739446187490055196e-01
7.434321336759589940e+02,1.733938254025891301e-01
7.432688997927492665e+02,1.733856655011607462e-01
7.431055911741478894e+02,1.721208807797601770e-01
7.429422078868466315e+02,1.686651625248367092e-01
7.427787499975372612e+02,1.741159766790017216e-01
7.426152175729115470e+02,1.717210456097690296e-01
7.424516106796615986e+02,1.726023149640352472e-01
7.422879293844789572e+02,1.752094034704060888e-01
7.421241737540555050e+02,1.742016556439998087e-01
7.419603438550831243e+02,1.745851710111341881e-01
7.417964397542536972e+02,1.718108045254813365e-01
7.416324615182591060e+02,1.722147196461866758e-01
7.414684092137910056e+02,1.730878290990244817e-01
7.413042829075412783e+02,1.745851710111341881e-01
7.411400826662018062e+02,1.723860775761828779e-01
7.409758085564643579e+02,1.726798340276049504e-01
7.408114606450208157e+02,1.710968131504971290e-01
7.406470389985630618e+02,1.730225498875973544e-01
7.404825436837828647e+02,1.722065597447582919e-01
7.403179747673721067e+02,1.725166359990371323e-01
7.401533323160224427e+02,1.733775055997323622e-01
7.399886163964258685e+02,1.723697577733261099e-01
7.398238270752742665e+02,1.704970603955104358e-01
7.396589644192592914e+02,1.724513567876100051e-01
7.394940284950729392e+02,1.704154613812265129e-01
7.393290193694069785e+02,1.730062300847405865e-01
7.391639371089531778e+02,1.724839963933235687e-01
7.389987817804034194e+02,1.760947527753864705e-01
7.388335534504495854e+02,1.731694281133084046e-01
7.386682521857834445e+02,1.727899926968882172e-01
7.385028780530968788e+02,1.714640087147747127e-01
7.383374311190816570e+02,1.703746618740845653e-01
7.381719114504296613e+02,1.728063124997450128e-01
7.380063191138326602e+02,1.696973900555281412e-01
7.378406541759825359e+02,1.725819152104642595e-01
7.376749167035711707e+02,1.749931660825537194e-01
7.375091067632902195e+02,1.746586101239896993e-01
7.373432244218317919e+02,1.723289582661841346e-01
7.371772697458874291e+02,1.739731784040048912e-01
7.370112428021492406e+02,1.750135658361247071e-01
7.368451436573087676e+02,1.741118967282875296e-01
7.366789723780580061e+02,1.748218081525575174e-01
7.365127290310888384e+02,1.756704379011101436e-01
7.363464136830930329e+02,1.727899926968882172e-01
7.361800264007623582e+02,1.718842436383368477e-01
7.360135672507886966e+02,1.744954120954218812e-01
7.358470362998639303e+02,1.752950824354041759e-01
7.356804336146798278e+02,1.746912497297032629e-01
7.355137592619282714e+02,1.734305449590168857e-01
7.353470133083010296e+02,1.737610209668667138e-01
7.351801958204899847e+02,1.740017380590042351e-01
7.350133068651869053e+02,1.752746826818332160e-01
7.348463465090837872e+02,1.750258056882672830e-01
7.346793148188721716e+02,1.762824305082394682e-01
7.345122118612441682e+02,1.743893333768528064e-01
7.343450377028914318e+02,1.744668524404225096e-01
7.341777924105059583e+02,1.741200566297159136e-01
7.340104760507795163e+02,1.731245486554522373e-01
7.338430886904037607e+02,1.746055707647051758e-01
7.336756303960708010e+02,1.744954120954218812e-01
7.335081012344722922e+02,1.762865104589536602e-01
7.333405012723001164e+02,1.761314723318142261e-01
7.331728305762460423e+02,1.752175633718344727e-01
7.330050892130020657e+02,1.736549422482976390e-01
7.328372772492598415e+02,1.735447835790143722e-01
7.326693947517112520e+02,1.765598671568047451e-01
7.325014417870481793e+02,1.754011611539732507e-01
7.323334184219623921e+02,1.743199742147114872e-01
7.321653247231457726e+02,1.731653481625941848e-01
7.319971607572902030e+02,1.760294735639593433e-01
7.318289265910873382e+02,1.778940110403466335e-01
7.316606222912291742e+02,1.747483690397020062e-01
7.314922479244075930e+02,1.775064157224980621e-01
7.313238035573141360e+02,1.752338831746912406e-01
7.311552892566410264e+02,1.761110725782432662e-01
7.309867050890796918e+02,1.741975756932856167e-01
7.308180511213222417e+02,1.765843468610899247e-01
7.306493274200604446e+02,1.756377982953965800e-01
7.304805340519860692e+02,1.760702730711012909e-01
7.303116710837909977e+02,1.772085793203617976e-01
7.301427385821671123e+02,1.751196445546937819e-01
7.299737366138061816e+02,1.761069926275290465e-01
7.298046652454000878e+02,1.750380455404098590e-01
7.296355245436404857e+02,1.791098363531768434e-01
7.294663145752194851e+02,1.783876850767642797e-01
7.292970354068287406e+02,1.779633702024879527e-01
7.291276871051601347e+02,1.784733640417623668e-01
7.289582697369054358e+02,1.762620307546684806e-01
7.287887833687565262e+02,1.744464526868515497e-01
7.286192280674051744e+02,1.767475448896577428e-01
7.284496038995433764e+02,1.783468855696223321e-01
7.282799109318627870e+02,1.760294735639593433e-01
7.281101492310554022e+02,1.746912497297032629e-01
7.279403188638128768e+02,1.778205719274911223e-01
7.277704198968272067e+02,1.767108253332299872e-01
7.276004523967900468e+02,1.756541180982533756e-01
7.274304164303935067e+02,1.762253111982407250e-01
7.272603120643290140e+02,1.776084144903529449e-01
7.270901393652887919e+02,1.764089089803795307e-01
7.269198983999644952e+02,1.772534587782179649e-01
7.267495892350477789e+02,1.760213136625309593e-01
7.265792119372308662e+02,1.757357171125372708e-01
7.264087665732052983e+02,1.758091562253928097e-01
7.262382532096630712e+02,1.741730959890004649e-01
7.260676719132958397e+02,1.791261561560336391e-01
7.258970227507955997e+02,1.772860983839315285e-01
7.257263057888541198e+02,1.744178930318521781e-01
7.255555210941631685e+02,1.758948351903908969e-01
7.253846687334146282e+02,1.752746826818332160e-01
7.252137487733004946e+02,1.769515424253675084e-01
7.250427612805123090e+02,1.762253111982407250e-01
7.248717063217420673e+02,1.754256408582584303e-01
7.247005839636816518e+02,1.742710148061411279e-01
7.245293942730227172e+02,1.753930012525448667e-01
7.243581373164572597e+02,1.779796900053447484e-01
7.241868131606770476e+02,1.755806789853978644e-01
7.240154218723738495e+02,1.744464526868515497e-01
7.238439635182396614e+02,1.762987503110962362e-01
7.236724381649661382e+02,1.785182434996185341e-01
7.235008458792451620e+02,1.770902607496501469e-01
7.233291867277686151e+02,1.735570234311569482e-01
7.231574607772283798e+02,1.776410540960665085e-01
7.229856680943161109e+02,1.797707883688764996e-01
7.228138087457236907e+02,1.764701082410924382e-01
7.226418827981431150e+02,1.769719421789384683e-01
7.224698903182661525e+02,1.777920122724917507e-01
7.222978313727844579e+02,1.776043345396387529e-01
7.221257060283901410e+02,1.756826777532527473e-01
7.219535143517747429e+02,1.755521193303984928e-01
7.217812564096302594e+02,1.749890861318395274e-01
7.216089322686484593e+02,1.757153173589663109e-01
7.214365419955213383e+02,1.769637822775100844e-01
7.212640856569405514e+02,1.740792571225739660e-01
7.210915633195979808e+02,1.722147196461866758e-01
7.209189750501853950e+02,1.754174809568300464e-01
7.207463209153947901e+02,1.772412189260753612e-01
7.205736009819178207e+02,1.731816679654509805e-01
7.204008153164463693e+02,1.750992448011227942e-01
7.202279639856724316e+02,1.772697785810747328e-01
7.200550470562875489e+02,1.737936605725802774e-01
7.198820645949838308e+02,1.784203246824778433e-01
7.197090166684529322e+02,1.748136482511291334e-01
7.195359033433867353e+02,1.766414661710886402e-01
7.193627246864771223e+02,1.744056531797096021e-01
7.191894807644157481e+02,1.731327085568806212e-01
7.190161716438947224e+02,1.766006666639466927e-01
7.188427973916055862e+02,1.728185523518875888e-01
7.186693580742404492e+02,1.732551070783064917e-01
7.184958537584908527e+02,1.752665227804048043e-01
7.183222845110489061e+02,1.733611857968755665e-01
7.181486503986062644e+02,1.725615154568932719e-01
7.179749514878549235e+02,1.724921562947519527e-01
7.178011878454864245e+02,1.750625252446950386e-01
7.176273595381928772e+02,1.758581156339631413e-01
7.174534666326660499e+02,1.751482042096931535e-01
7.172795091955977114e+02,1.731694281133084046e-01
7.171054872936797437e+02,1.736508622975834470e-01
7.169314009936038019e+02,1.731857479161651725e-01
7.167572503620619955e+02,1.723411981183267383e-01
7.165830354657459793e+02,1.740384576154320184e-01
7.164087563713477493e+02,1.722391993504718555e-01
7.162344131455589604e+02,1.758907552396767049e-01
7.160600058550714948e+02,1.710560136433551814e-01
7.158855345665772347e+02,1.725370357526081200e-01
7.157109993467679487e+02,1.729287110211708556e-01
7.155364002623355191e+02,1.742342952497133723e-01
7.153617373799717143e+02,1.754338007596868143e-01
7.151870107663684166e+02,1.733203862897336189e-01
7.150122204882175083e+02,1.749972460332679114e-01
7.148373666122107579e+02,1.732918266347342473e-01
7.146624492050399340e+02,1.743403739682824749e-01
7.144874683333970324e+02,1.730919090497386736e-01
7.143124240639737081e+02,1.711335327069249124e-01
7.141373164634618433e+02,1.733122263883052350e-01
7.139621455985534340e+02,1.759519545003896401e-01
7.137869115359400212e+02,1.764497084875214783e-01
7.136116143423137146e+02,1.755357995275416971e-01
7.134362540843661691e+02,1.757805965703934381e-01
7.132608308287892669e+02,1.749482866246975798e-01
7.130853446422747766e+02,1.753440418439745352e-01
7.129097955915146940e+02,1.758989151411050889e-01
7.127341837432007878e+02,1.753562816961171111e-01
7.125585091640248265e+02,1.742465351018559760e-01
7.123827719206785787e+02,1.722065597447582919e-01
7.122069720798540402e+02,1.731041489018812773e-01
7.120311097082429797e+02,1.737610209668667138e-01
7.118551848725371656e+02,1.763721894239517474e-01
7.116791976394285939e+02,1.765476273046621691e-01
7.115031480756089195e+02,1.787793603453270153e-01
7.113270362477701383e+02,1.772412189260753612e-01
7.111508622226037915e+02,1.769311426717965208e-01
7.109746260668021023e+02,1.774411365110709349e-01
7.107983278470566120e+02,1.762742706068110565e-01
7.106219676300592027e+02,1.774084969053573713e-01
7.104455454825017569e+02,1.760539532682445230e-01
7.102690614710761565e+02,1.780123296110583120e-01
7.100925156624741703e+02,1.771065805525069148e-01
7.099159081233876805e+02,1.770739409467933512e-01
7.097392389205083418e+02,1.787752803946128233e-01
7.095625081205282640e+02,1.760049938596741637e-01
7.093857157901391020e+02,1.762742706068110565e-01
7.092088619960326241e+02,1.777144932089220475e-01
7.090319468049008265e+02,1.756581980489675676e-01
7.088549702834354775e+02,1.801706235388676469e-01
7.086779324983283459e+02,1.770249815382230196e-01
7.085008335162714275e+02,1.778695313360614538e-01
7.083236734039563771e+02,1.751890037168351011e-01
7.081464522280750771e+02,1.782530467031958332e-01
7.079691700553194096e+02,1.780123296110583120e-01
7.077918269523811432e+02,1.776777736524942641e-01
7.076144229859521602e+02,1.805133393988600510e-01
7.074369582227243427e+02,1.806357379202859215e-01
7.072594327293893457e+02,1.801339039824398913e-01
7.070818465726392787e+02,1.766904255796589995e-01
7.069041998191656830e+02,1.771881795667908377e-01
7.067264925356604408e+02,1.755806789853978644e-01
7.065487247888155480e+02,1.789425583738948333e-01
7.063708966453227731e+02,1.777675325682065710e-01
7.061930081718737711e+02,1.789751979796083969e-01
7.060150594351606514e+02,1.763517896703807875e-01
7.058370505018750691e+02,1.764578683889498623e-01
7.056589814387089064e+02,1.802399827010089661e-01
7.054808523123540454e+02,1.788487195074683622e-01
7.053026631895022547e+02,1.780082496603440922e-01
7.051244141368453029e+02,1.804276604338619638e-01
7.049461052210751859e+02,1.780490491674860676e-01
7.047677365088834449e+02,1.789996776838935766e-01
7.045893080669623032e+02,1.781510479353409504e-01
7.044108199620034156e+02,1.809662139281357496e-01
7.042322722606984371e+02,1.783020061117661648e-01
7.040536650297394772e+02,1.785631229574746737e-01
7.038749983358181908e+02,1.774860159689271022e-01
7.036962722456265737e+02,1.792567145788878935e-01
7.035174868258561673e+02,1.789792779303225889e-01
7.033386421431991948e+02,1.813864488516978846e-01
7.031597382643471974e+02,1.768536236082268176e-01
7.029807752559920573e+02,1.785060036474759304e-01
7.028017531848256567e+02,1.795994304388802976e-01
7.026226721175397643e+02,1.793138338888866090e-01
7.024435321208263758e+02,1.777512127653498031e-01
7.022643332613771463e+02,1.784856038939049705e-01
7.020850756058839579e+02,1.792526346281737015e-01
7.019057592210386929e+02,1.792893541846014571e-01
7.017263841735331198e+02,1.785060036474759304e-01
7.015469505300591209e+02,1.778409716810620822e-01
7.013674583573083510e+02,1.785835227110456613e-01
7.011879077219729197e+02,1.785386432531894940e-01
7.010082986907445957e+02,1.771963394682192217e-01
7.008286313303150337e+02,1.783346457174797284e-01
7.006489057073762297e+02,1.791873554167465743e-01
7.004691218886198385e+02,1.808519753081382908e-01
7.002892799407379698e+02,1.798564673338746145e-01
7.001093799304221648e+02,1.783264858160513444e-01
6.999294219243645330e+02,1.784488843374772149e-01
6.997494059892567293e+02,1.809090946181370063e-01
6.995693321917906360e+02,1.805908584624297819e-01
6.993892005986580216e+02,1.791710356138897786e-01
6.992090112765507683e+02,1.787344808874708757e-01
6.990287642921607585e+02,1.807744562445685599e-01
6.988484597121796469e+02,1.779552103010595687e-01
6.986680976032994295e+02,1.796606296995932328e-01
6.984876780322119885e+02,1.815292471266947150e-01
6.983072010656089788e+02,1.785631229574746737e-01
6.981266667701825099e+02,1.787916001974696190e-01
6.979460752126240095e+02,1.784448043867629952e-01
6.977654264596255871e+02,1.819372421981142462e-01
6.975847205778790112e+02,1.795504710303099660e-01
6.974039576340760505e+02,1.806194181174291535e-01
6.972231376949087007e+02,1.799462262495868936e-01
6.970422608270686169e+02,1.790935165503200754e-01
6.968613270972477949e+02,1.788119999510405789e-01
6.966803365721378896e+02,1.805092594481458590e-01
6.964992893184308969e+02,1.830633085952321770e-01
6.963181854028184716e+02,1.802848621588651334e-01
6.961370248919926098e+02,1.822840380088208423e-01
6.959558078526450799e+02,1.802563025038657618e-01
6.957745343514677643e+02,1.821330798323956279e-01
6.955932044551523177e+02,1.823207575652486256e-01
6.954118182303907361e+02,1.827573122916675286e-01
6.952303757438749017e+02,1.818882827895439147e-01
6.950488770622964694e+02,1.810804525481332083e-01
6.948673222523474351e+02,1.797626284674481156e-01
6.946857113807195674e+02,1.800890245245837518e-01
6.945040445141046348e+02,1.822228387481079348e-01
