Wavelength [nm], Irradiance
5.022977949428672559e+02,3.195254201329247867e-01
5.020932204566526593e+02,3.210227620450344932e-01
5.018886547332197097e+02,3.232340953321283794e-01
5.016840978392602892e+02,3.258779033949270043e-01
5.014795498414662234e+02,3.273915651098934787e-01
5.012750108065291670e+02,3.299660140105507566e-01
5.010704808011412297e+02,3.332462943847638304e-01
5.008659598919940663e+02,3.394070199631988305e-01
5.006614481457795591e+02,3.412878772424429163e-01
5.004569456291894767e+02,3.485093900065687200e-01
5.002524524089157012e+02,3.518427097400663173e-01
5.000479685516501718e+02,3.553800270092737357e-01
4.998434941240845433e+02,3.607002827405845213e-01
4.996390291929106411e+02,3.718875075989082069e-01
4.994345738248205180e+02,3.759307387566758196e-01
4.992301280865057720e+02,3.859388578585970508e-01
4.990256920446582853e+02,3.938172426877083465e-01
4.988212657659700540e+02,4.009979559446921749e-01
4.986168493171327327e+02,4.105572804680519550e-01
4.984124427648381470e+02,4.191006972635770711e-01
4.982080461757782359e+02,4.270117216984019026e-01
4.980036596166448248e+02,4.374563955267420368e-01
4.977992831541296255e+02,4.480969069893635526e-01
4.975949168549245769e+02,4.546656276392181395e-01
4.973905607857215614e+02,4.658487725468276608e-01
4.971862150132121769e+02,4.699776826695933329e-01
4.969818796040884763e+02,4.750409015059098294e-01
4.967775546250422281e+02,4.826010501793138174e-01
4.965732401427653144e+02,4.848776626778348309e-01
4.963689362239495040e+02,4.813893048171978273e-01
4.961646429352865653e+02,4.834252002235813195e-01
4.959603603434684942e+02,4.815361830429088497e-01
4.957560885151869456e+02,4.809772297950640763e-01
4.955518275171338018e+02,4.778887071044181645e-01
4.953475774160010587e+02,4.716586223638418174e-01
4.951433382784803143e+02,4.689740147939012727e-01
4.949391101712636214e+02,4.639107959575848317e-01
4.947348931610425211e+02,4.537272389749532064e-01
4.945306873145091231e+02,4.475420336922329989e-01
4.943264926983551959e+02,4.409814729438068515e-01
4.941223093792724512e+02,4.324258162961391316e-01
4.939181374239528282e+02,4.213773097620980845e-01
4.937139768990881521e+02,4.168689642229121972e-01
4.935098278713701916e+02,4.058000579353001624e-01
4.933056904074908857e+02,3.903166449749286837e-01
4.931015645741419462e+02,3.793497374551715318e-01
4.928974504380152553e+02,3.703616060317991288e-01
4.926933480658026951e+02,3.612225164320014836e-01
4.924892575241959776e+02,3.505860849200941876e-01
4.922851788798870984e+02,3.388072672082121373e-01
4.920811121995677695e+02,3.312511984855223135e-01
4.918770575499298161e+02,3.233891334592677858e-01
4.916730149976650637e+02,3.179627990093879530e-01
4.914689846094655081e+02,3.139889270137616872e-01
4.912649664520228043e+02,3.066735753832093847e-01
4.910609605920288345e+02,3.045316012582567899e-01
4.908569670961753673e+02,3.019857120125988836e-01
4.906529860311544553e+02,2.983586358276791861e-01
4.904490174636576398e+02,2.955720294898837586e-01
4.902450614603769736e+02,2.962656211112969507e-01
4.900411180880041684e+02,2.955434698348843869e-01
4.898371874132311063e+02,2.915532780364012977e-01
4.896332695027496129e+02,2.909943247885565798e-01
4.894293644232514566e+02,2.886075536207522441e-01
4.892254722414285766e+02,2.924957466513804505e-01
4.890215930239727413e+02,2.912799213385502406e-01
4.888177268375758331e+02,2.890155486921717753e-01
4.886138737489296204e+02,2.898111390814399058e-01
4.884100338247259856e+02,2.905577700621376769e-01
4.882062071316566403e+02,2.900151366171496714e-01
4.880023937364135804e+02,2.881913986479043288e-01
4.877985937056885177e+02,2.887707516493200899e-01
4.875948071061733913e+02,2.880282006193365385e-01
4.873910340045599696e+02,2.888033912550336257e-01
4.871872744675400781e+02,2.867144564893656100e-01
4.869835285618055991e+02,2.914104797614044950e-01
4.867797963540482442e+02,2.887789115507484738e-01
4.865760779109599525e+02,2.874774072729201491e-01
4.863723732992326063e+02,2.849192781751196391e-01
4.861686825855578604e+02,2.872978894414955353e-01
4.859650058366277108e+02,2.880853199293352263e-01
4.857613431191338691e+02,2.868939743207902238e-01
4.855576944997683313e+02,2.840012892644256937e-01
4.853540600452226954e+02,2.853272732465391703e-01
4.851504398221889574e+02,2.851967148236849159e-01
4.849468338973589425e+02,2.828589030644509950e-01
4.847432423374245332e+02,2.843766447301316336e-01
4.845396652090773273e+02,2.843032056172761224e-01
4.843361025790093208e+02,2.856251096486754348e-01
4.841325545139124529e+02,2.840706484265669851e-01
4.839290210804783783e+02,2.833076976430124461e-01
4.837255023453989224e+02,2.826141060215992540e-01
4.835219983753660813e+02,2.818878747944724705e-01
4.833185092370715665e+02,2.821857111966087350e-01
4.831150349972072036e+02,2.817573163716182161e-01
4.829115757224647609e+02,2.834790555730086759e-01
4.827081314795362914e+02,2.808882868694946300e-01
4.825047023351135067e+02,2.808066878552107348e-01
4.823012883558881185e+02,2.789421503788234169e-01
4.820978896085521797e+02,2.795255833309533422e-01
4.818945061597974018e+02,2.819368342030428298e-01
4.816911380763154966e+02,2.780690409259856111e-01
4.814877854247985738e+02,2.800070175152284402e-01
4.812844482719382313e+02,2.767838564510140542e-01
4.810811266844264651e+02,2.803701331287918319e-01
4.808778207289548732e+02,2.776528859531376958e-01
4.806745304722155083e+02,2.758291479838923532e-01
4.804712559809001959e+02,2.761229044353143980e-01
4.802679973217007046e+02,2.766655378803024035e-01
4.800647545613088596e+02,2.773632094524298153e-01
4.798615277664164864e+02,2.775223275302834414e-01
4.796583170037154673e+02,2.757353091174658544e-01
4.794551223398975139e+02,2.772734505367175362e-01
4.792519438416545654e+02,2.789788699352511725e-01
4.790487815756784471e+02,2.794235845630984594e-01
4.788456356086609844e+02,2.768736153667263888e-01
4.786425060072940028e+02,2.794439843166694470e-01
4.784393928382693275e+02,2.772285710788613411e-01
4.782362961682788409e+02,2.774080889102859548e-01
4.780332160640141979e+02,2.794358244152410631e-01
4.778301525921674511e+02,2.823448292744623611e-01
4.776271058194303691e+02,2.788156719066833822e-01
4.774240758124946638e+02,2.839400900037127307e-01
4.772210626380523308e+02,2.829241822758781222e-01
4.770180663627950821e+02,2.804517321430757271e-01
4.768150870534149135e+02,2.823856287816043364e-01
4.766121247766034230e+02,2.835280149815790351e-01
4.764091795990525497e+02,2.864696594465138690e-01
4.762062515874541759e+02,2.874406877164923935e-01
4.760033408085001838e+02,2.865961379186539593e-01
4.758004473288821714e+02,2.844256041387019929e-01
4.755975712152921346e+02,2.883464367750437352e-01
4.753947125344219558e+02,2.896193813978726883e-01
4.751918713529633465e+02,2.925691857642359617e-01
4.749890477376081890e+02,2.923447884749552084e-01
4.747862417550483656e+02,2.967144156898584573e-01
4.745834534719756448e+02,2.952782730384617138e-01
4.743806829550817952e+02,3.011003627076184741e-01
4.741779302710586990e+02,2.994112631119416057e-01
4.739751954865982952e+02,3.013288399476134471e-01
4.737724786683923526e+02,3.027282630425824350e-01
4.735697798831326395e+02,3.052415126825268055e-01
4.733670991975110383e+02,3.067959739046352552e-01
4.731644366782193742e+02,3.079505999567525021e-01
4.729617923919494729e+02,3.078159615831840834e-01
4.727591664053931595e+02,3.097049787638565532e-01
4.725565587852423164e+02,3.097743379259978447e-01
4.723539695981887121e+02,3.156331471515824161e-01
4.721513989109241720e+02,3.110962419573971571e-01
4.719488467901406352e+02,3.142092443523282208e-01
4.717463133025298134e+02,3.157147461658663112e-01
4.715437985147835889e+02,3.164246575901363268e-01
4.713413024935937301e+02,3.178771200443898381e-01
4.711388253056521762e+02,3.218550719907303792e-01
4.709363670176507526e+02,3.201251728879115355e-01
4.707339276962812278e+02,3.226098628728564788e-01
4.705315074082353703e+02,3.245845590185270635e-01
4.703291062202051762e+02,3.267877324041925657e-01
4.701267241988823571e+02,3.279423584563098681e-01
4.699243614109587952e+02,3.293540214034214597e-01
4.697220179231263728e+02,3.313205576476636049e-01
4.695196938020767448e+02,3.339602857597480101e-01
4.693173891145019070e+02,3.320427089240762242e-01
4.691151039270936849e+02,3.406269252267432601e-01
4.689128383065438470e+02,3.387256681939282421e-01
4.687105923195441619e+02,3.426138612245563930e-01
4.685083660327865687e+02,3.465836532694684946e-01
4.683061595129630064e+02,3.530911746586101185e-01
4.681039728267650730e+02,3.503045683208146910e-01
4.679018060408846509e+02,3.569630478863815570e-01
4.676996592220136790e+02,3.604636455991611643e-01
4.674975324368439829e+02,3.666406909804529324e-01
4.672954257520672741e+02,3.699576909110938172e-01
4.670933392343754917e+02,3.741029208367163128e-01
4.668912729504603476e+02,3.783297497766227035e-01
4.666892269670138944e+02,3.835724864443637583e-01
4.664872013507277302e+02,3.840212810229252649e-01
4.662851961682938509e+02,3.873301210521377103e-01
4.660832114864039681e+02,3.906022415249224000e-01
4.658812473717500211e+02,3.936540446591405007e-01
4.656793038910237215e+02,3.997862105825761847e-01
4.654773811109169515e+02,3.997862105825761847e-01
4.652754790981215933e+02,4.043679952346175832e-01
4.650735979193294725e+02,4.014141109175400901e-01
4.648717376412324143e+02,4.041843974524787497e-01
4.646698983305221304e+02,4.043027160231904560e-01
4.644680800538906738e+02,4.059346963088685811e-01
4.642662828780295854e+02,4.048004700103222664e-01
4.640645068696309750e+02,4.041109583396232385e-01
4.638627520953864973e+02,4.059673359145821725e-01
4.636610186219881484e+02,4.033928870139248946e-01
4.634593065161276400e+02,4.024993778075161011e-01
4.632576158444967405e+02,4.026544159346555074e-01
4.630559466737875027e+02,4.012794725439716714e-01
4.628542990706914679e+02,4.009367566839792674e-01
4.626526731019006888e+02,3.975993569997674504e-01
4.624510688341069908e+02,3.977135956197649369e-01
4.622494863340021425e+02,3.953309044026748209e-01
4.620479256682778555e+02,3.896352932056580953e-01
4.618463869036261258e+02,3.915039106327595775e-01
4.616448701067388356e+02,3.890844998592417059e-01
4.614433753443076398e+02,3.860816561335939090e-01
4.612419026830245343e+02,3.834868074793656434e-01
4.610404521895812309e+02,3.853799046107522774e-01
4.608390239306695548e+02,3.856043019000330307e-01
4.606376179729814453e+02,3.834541678736521075e-01
4.604362343832086140e+02,3.846047139750551902e-01
4.602348732280429999e+02,3.836744852122186411e-01
4.600335345741764286e+02,3.826381777308129895e-01
4.598322184883006116e+02,3.847189525950526767e-01
4.596309250371075450e+02,3.881869107021186927e-01
4.594296542872889404e+02,3.892476978878094962e-01
4.592284063055366232e+02,3.904145637920694023e-01
4.590271811585424757e+02,3.900106486713640352e-01
4.588259789129983233e+02,3.928666141713008098e-01
4.586247996355961050e+02,3.938906818005638577e-01
4.584236433930273620e+02,3.956573004598104570e-01
4.582225102519842039e+02,4.003696435347061100e-01
4.580214002791583994e+02,4.021362621939527093e-01
4.578203135412417168e+02,4.045515930167563612e-01
4.576192501049259818e+02,4.063712510352874840e-01
4.574182100369031332e+02,4.107612780037617206e-01
4.572171934038648828e+02,4.131643689744227688e-01
4.570162002725031130e+02,4.210182740992488570e-01
4.568152307095095921e+02,4.206959579928274406e-01
4.566142847815763730e+02,4.222300194613649027e-01
4.564133625553950537e+02,4.287416208012207464e-01
4.562124640976574597e+02,4.312711902440218292e-01
4.560115894750556436e+02,4.350410647039383849e-01
4.558107387542812603e+02,4.385661421210031996e-01
4.556099120020260784e+02,4.431397668716162142e-01
4.554091092849820939e+02,4.488068184136335681e-01
4.552083306698410752e+02,4.524991738099803928e-01
4.550075762232948478e+02,4.587455783534135079e-01
4.548068460120352370e+02,4.644330296490018495e-01
4.546061401027541820e+02,4.656651747646888273e-01
4.544054585621433375e+02,4.758446517966062883e-01
4.542048014568945860e+02,4.836414376114336333e-01
4.540041688536998095e+02,4.835843183014349456e-01
4.538035608192508903e+02,4.911240672212679459e-01
4.536029774202395402e+02,4.968400781718556591e-01
4.534024187233575844e+02,5.025397693195866600e-01
4.532018847952970191e+02,5.086148159330234897e-01
4.530013757027494989e+02,5.148693803778849887e-01
4.528008915124070199e+02,5.206751502441850921e-01
4.526004322909611801e+02,5.277049053247436783e-01
4.523999981051040322e+02,5.347917797153010078e-01
4.521995890215273448e+02,5.391124475216338974e-01
4.519992051069228864e+02,5.457097278264878559e-01
4.517988464279825394e+02,5.519724521727777944e-01
4.515985130513981289e+02,5.555668887519839005e-01
4.513982050438615374e+02,5.602792318268795535e-01
4.511979224720644766e+02,5.653424506631959945e-01
4.509976654026989422e+02,5.687451295588349387e-01
4.507974339024565893e+02,5.748772954822706227e-01
4.505972280380293569e+02,5.791938833378892371e-01
4.503970478761090135e+02,5.817520124356897471e-01
4.501968934833874982e+02,5.847711759641943674e-01
4.499967649265565797e+02,5.895651180533738600e-01
4.497966622723079695e+02,5.914826948890457015e-01
4.495965855873337205e+02,5.903647883933561546e-01
4.493965349383256580e+02,5.962276775696550013e-01
4.491965103919753233e+02,5.918090909461813931e-01
4.489965120149748259e+02,5.918376506011807647e-01
4.487965398740158776e+02,5.897038363776565539e-01
4.485965940357903605e+02,5.880963357962636362e-01
4.483966745669900433e+02,5.907646235633473575e-01
4.481967815343068082e+02,5.873537847662799738e-01
4.479969150044325943e+02,5.833105536085123610e-01
4.477970750440590564e+02,5.813725770192695874e-01
4.475972617198781336e+02,5.809360222928506845e-01
4.473974750985815376e+02,5.786226902379019155e-01
4.471977152468612644e+02,5.754607284344005480e-01
4.469979822314089688e+02,5.686064112345522448e-01
4.467982761189166467e+02,5.658238848474710370e-01
4.465985969760760099e+02,5.616541752175633340e-01
4.463989448695789974e+02,5.599895553261716730e-01
4.461993198661173210e+02,5.577374225319358114e-01
4.459997220323828628e+02,5.574518259819420951e-01
4.458001514350675052e+02,5.476395445143023011e-01
4.456006081408630166e+02,5.463665998914732924e-01
4.454010922164612225e+02,5.420540919865688423e-01
4.452016037285540051e+02,5.379945410259444616e-01
4.450021427438332466e+02,5.344001044467382444e-01
4.448027093289906020e+02,5.334984353389010669e-01
4.446033035507180671e+02,5.296959212732710309e-01
4.444039254757073536e+02,5.249182989869481952e-01
4.442045751706504575e+02,5.253099742555109586e-01
4.440052527022390336e+02,5.232903986519842343e-01
4.438059581371650211e+02,5.184638169570912059e-01
4.436066915421202452e+02,5.189860506485081126e-01
4.434074529837964178e+02,5.132577998457779067e-01
4.432082425288855916e+02,5.107037506986915609e-01
4.430090602440793077e+02,5.122622918715141749e-01
4.428099061960696758e+02,5.044451063031158977e-01
4.426107804515484077e+02,5.022419329174503400e-01
4.424116830772072717e+02,5.046817434445391992e-01
4.422126141397382071e+02,4.999612404682151623e-01
4.420135737058329823e+02,4.956242528590254492e-01
4.418145618421835934e+02,4.959628887683036891e-01
4.416155786154815814e+02,4.909241496362724000e-01
4.414166240924189992e+02,4.865463625199407671e-01
4.412176983396874448e+02,4.875622702477754311e-01
4.410188014239791414e+02,4.832946418007270650e-01
4.408199334119855166e+02,4.860363686806663530e-01
4.406210943703987368e+02,4.808385114707814378e-01
4.404222843659103432e+02,4.767096013480157102e-01
4.402235034652123318e+02,4.779743860694162794e-01
4.400247517349965847e+02,4.716015030538431296e-01
4.398260292419547568e+02,4.729438068388133742e-01
4.396273360527788441e+02,4.692759311467517569e-01
4.394286722341605014e+02,4.692228917874672334e-01
4.392300378527917246e+02,4.696064071546015573e-01
4.390314329753643392e+02,4.681702645032048138e-01
4.388328576685701137e+02,4.693330504567505002e-01
4.386343119991008166e+02,4.645962276775696398e-01
4.384357960336483870e+02,4.678193887417840258e-01
4.382373098389047072e+02,4.646411071354257794e-01
4.380388534815613752e+02,4.651715007282711811e-01
4.378404270283105006e+02,4.650939816647015057e-01
4.376420305458436815e+02,4.636537590625905425e-01
4.374436641008530273e+02,4.626011317783281229e-01
4.372453277600300794e+02,4.649511833897046476e-01
4.370470215900667768e+02,4.652367799396983084e-01
4.368487456576550585e+02,4.663057270268174959e-01
4.366505000294865795e+02,4.710303099538557525e-01
4.364522847722532219e+02,4.729927662473837335e-01
4.362540999526469250e+02,4.731151647688096040e-01
4.360559456373594003e+02,4.770563971587223340e-01
4.358578218930825301e+02,4.760894488394580293e-01
4.356597287865081967e+02,4.775582310965683641e-01
4.354616663843281117e+02,4.814382642257681311e-01
4.352636347532342143e+02,4.816667414657631041e-01
4.350656339599182729e+02,4.786516578879727035e-01
4.348676640710721131e+02,4.757712126837507771e-01
4.346697251533876738e+02,4.746410663359186821e-01
4.344718172735566100e+02,4.711037490667112637e-01
4.342739404982709175e+02,4.693167306538936767e-01
4.340760948942223081e+02,4.629968869976050505e-01
4.338782805281027208e+02,4.585293409655611385e-01
4.336804974666038675e+02,4.506876756928776540e-01
4.334827457764177439e+02,4.497207273736133493e-01
4.332850255242360049e+02,4.415200264380806372e-01
4.330873367767505329e+02,4.381418272467268449e-01
4.328896796006532668e+02,4.316343058575852210e-01
4.326920540626359184e+02,4.249676663905900265e-01
4.324944602293903699e+02,4.194801326799972307e-01
4.322968981676084468e+02,4.117567859780253969e-01
4.320993679439819743e+02,4.060162953231524763e-01
4.319018696252027780e+02,3.948290704648287908e-01
4.317044032779626832e+02,3.880808319835496456e-01
4.315069689689536290e+02,3.771098445130782739e-01
4.313095667648672134e+02,3.697863329810975874e-01
4.311121967323954891e+02,3.622914635191206711e-01
4.309148589382301680e+02,3.551964292271349577e-01
4.307175534490631890e+02,3.461634183459063596e-01
4.305202803315862070e+02,3.404514873460328661e-01
4.303230396524913317e+02,3.376200015503812990e-01
4.301258314784701611e+02,3.327811800033455558e-01
4.299286558762145205e+02,3.277506007727426507e-01
4.297315129124163491e+02,3.287338688948637233e-01
4.295344026537674722e+02,3.218265123357310076e-01
4.293373251669597153e+02,3.217204336171619050e-01
4.291402805186847900e+02,3.190562258007923480e-01
4.289432687756347491e+02,3.137400500201957820e-01
4.287462900045011338e+02,3.136706908580544351e-01
4.285493442719761106e+02,3.101211337367044685e-01
4.283524316447513343e+02,3.062655803117898534e-01
4.281555521895185166e+02,3.071509296167702074e-01
4.279587059729697671e+02,3.041766455461217822e-01
4.277618930617966271e+02,3.014471585183250979e-01
4.275651135226911492e+02,2.976609642555517743e-01
4.273683674223451021e+02,3.018673934418872329e-01
4.271716548274503111e+02,2.964410589920074002e-01
4.269749758046985448e+02,2.939767687606333890e-01
4.267783304207817423e+02,2.925079865035230542e-01
4.265817187423916721e+02,2.927691033492315631e-01
4.263851408362201028e+02,2.890767479528847383e-01
4.261885967689590302e+02,2.877426040693428222e-01
4.259920866073001662e+02,2.844623236951297485e-01
4.257956104179353360e+02,2.837646521230023366e-01
4.255991682675564789e+02,2.829935414380194136e-01
4.254027602228553633e+02,2.796275820988082250e-01
4.252063863505237578e+02,2.803782930302202159e-01
4.250100467172535446e+02,2.778976829959893813e-01
4.248137413897366628e+02,2.768776953174405531e-01
4.246174704346646536e+02,2.754660323703289615e-01
4.244212339187296834e+02,2.725080681025373042e-01
4.242250319086234072e+02,2.694073055597488442e-01
4.240288644710377071e+02,2.689666708826157215e-01
4.238327316726642948e+02,2.691625085168971032e-01
4.236366335801952232e+02,2.709372870775720865e-01
4.234405702603222039e+02,2.669960546876593566e-01
4.232445417797369487e+02,2.674938086747912225e-01
4.230485482051315671e+02,2.678936438447823698e-01
4.228525896031976004e+02,2.664207816369578152e-01
4.226566660406270444e+02,2.612188444763587358e-01
4.224607775841117814e+02,2.630385024948898587e-01
4.222649243003434663e+02,2.598439010856748999e-01
4.220691062560140381e+02,2.616676390549202424e-01
4.218733235178153222e+02,2.556007523429116857e-01
4.216775761524392010e+02,2.566492996764598855e-01
4.214818642265773292e+02,2.579304042007172781e-01
4.212861878069218164e+02,2.539075727965205975e-01
4.210905469601642608e+02,2.540054916136613161e-01
4.208949417529965444e+02,2.527978262022594902e-01
4.206993722521104928e+02,2.542217290015136855e-01
4.205038385241980450e+02,2.491870698201965606e-01
4.203083406359509127e+02,2.502396971044589802e-01
4.201128786540610349e+02,2.504110550344552100e-01
4.199174526452201235e+02,2.445277661045854589e-01
4.197220626761201174e+02,2.457803109738434244e-01
4.195267088134527285e+02,2.457843909245576441e-01
4.193313911239098957e+02,2.433812999538965682e-01
4.191361096741835013e+02,2.416432409496493405e-01
4.189408645309651433e+02,2.418431585346449142e-01
4.187456557609468746e+02,2.423939518810612759e-01
4.185504834308204067e+02,2.402642176082512848e-01
4.183553476072777357e+02,2.379549655040167078e-01
4.181602483570104596e+02,2.382283222018677926e-01
4.179651857467105174e+02,2.374000922068861541e-01
4.177701598430697913e+02,2.375510503833113685e-01
4.175751707127800501e+02,2.366575411769025750e-01
4.173802184225332326e+02,2.333527810984043216e-01
4.171853030390209369e+02,2.320839164262895604e-01
4.169904246289352727e+02,2.315535228334441586e-01
4.167955832589678948e+02,2.317860800241532959e-01
4.166007789958106855e+02,2.325082313005658874e-01
4.164060119061555270e+02,2.304927356477533829e-01
4.162112820566940741e+02,2.340994120791020927e-01
4.160165895141183228e+02,2.293054699899225168e-01
4.158219343451200416e+02,2.309048106698871061e-01
4.156273166163911696e+02,2.299664220056221731e-01
4.154327363946234186e+02,2.294727479692045269e-01
4.152381937465086708e+02,2.285914786149383371e-01
4.150436887387387515e+02,2.310190492898845649e-01
4.148492214380053724e+02,2.301500197877609510e-01
4.146547919110005296e+02,2.273797332528223192e-01
4.144604002244160483e+02,2.299460222520511854e-01
4.142660464449436972e+02,2.289668340806443048e-01
4.140717306392753017e+02,2.324347921877103762e-01
4.138774528741026870e+02,2.306681735284637769e-01
4.136832132161177356e+02,2.283589214242291998e-01
4.134890117320123863e+02,2.311373678605962434e-01
4.132948484884782374e+02,2.293136298913509008e-01
4.131007235522071710e+02,2.315086433755880191e-01
4.129066369898911830e+02,2.315616827348725704e-01
4.127125888682218147e+02,2.332181427248358752e-01
4.125185792538912892e+02,2.316963211084410168e-01
4.123246082135910342e+02,2.298562633363389063e-01
4.121306758140132160e+02,2.357109926112092579e-01
4.119367821218494896e+02,2.324959914484233114e-01
4.117429272037917940e+02,2.365025030497631686e-01
4.115491111265317841e+02,2.307660923456044677e-01
4.113553339567613989e+02,2.354906752726426966e-01
4.111615957611725207e+02,2.322063149477154309e-01
4.109678966064568613e+02,2.357681119212080012e-01
4.107742365593063596e+02,2.353274772440748785e-01
4.105806156864128411e+02,2.370573763468937223e-01
4.103870340544680744e+02,2.325531107584220269e-01
4.101934917301639416e+02,2.331283838091235960e-01
4.099999887801922114e+02,2.334384600634024365e-01
4.098065252712448228e+02,2.341524514383866162e-01
4.096131012700134875e+02,2.291749115670682624e-01
4.094197168431901446e+02,2.341524514383866162e-01
4.092263720574665058e+02,2.352499581805051754e-01
4.090330669795344534e+02,2.304233764856120636e-01
4.088398016760858695e+02,2.320553567712902165e-01
4.086465762138125797e+02,2.303784970277558963e-01
4.084533906594064661e+02,2.294768279199187189e-01
4.082602450795591267e+02,2.279182867470961049e-01
4.080671395409626712e+02,2.307416126413192881e-01
4.078740741103088112e+02,2.293952289056348237e-01
4.076810488542893154e+02,2.295910665399162054e-01
4.074880638395960659e+02,2.284853998963692623e-01
4.072951191329209450e+02,2.275674109856752891e-01
4.071022148009556645e+02,2.282283630013749454e-01
4.069093509103922770e+02,2.294074687577773997e-01
4.067165275279224375e+02,2.274368525628210347e-01
4.065237447202379144e+02,2.292891501870657489e-01
4.063310025540307606e+02,2.292320308770670056e-01
4.061383010959926310e+02,2.293217897927793125e-01
4.059456404128154645e+02,2.325490308077078350e-01
4.057530205711909161e+02,2.346338856226616865e-01
4.055604416378110955e+02,2.316147220941570939e-01
4.053679036793675436e+02,2.340830922762452970e-01
4.051754067625524272e+02,2.351193997576509209e-01
4.049829509540572303e+02,2.358333911326351284e-01
4.047905363205739491e+02,2.311781673677381910e-01
4.045981629287944088e+02,2.324266322862819922e-01
4.044058308454104349e+02,2.292646704827805693e-01
4.042135401371139096e+02,2.299093026956234298e-01
4.040212908705965447e+02,2.323858327791400169e-01
4.038290831125503360e+02,2.273960530556790871e-01
4.036369169296669952e+02,2.263230260178457076e-01
4.034447923886383478e+02,2.259068710449977646e-01
4.032527095561562192e+02,2.267759005471213785e-01
4.030606684989124915e+02,2.253846373535807746e-01
4.028686692835990470e+02,2.222226755500793516e-01
4.026767119769075407e+02,2.185140003508757589e-01
4.024847966455300821e+02,2.178775280394612823e-01
4.022929233561582691e+02,2.177428896658928359e-01
4.021010921754840410e+02,2.151113214552368147e-01
4.019093031701991663e+02,2.147971652502437823e-01
4.017175564069954703e+02,2.080978861775349686e-01
4.015258519525647785e+02,2.046584877254682688e-01
4.013341898735990299e+02,2.036915394062039641e-01
4.011425702367899930e+02,2.018963610919580209e-01
4.009509931088294366e+02,1.999869441577145635e-01
4.007594585564093563e+02,1.988812775141676203e-01
4.005679666462214072e+02,1.977388913141929216e-01
4.003765174449575284e+02,1.968168224527847565e-01
4.001851110193094883e+02,1.970412197420655098e-01
3.999937474359691123e+02,1.970942591013500611e-01
3.998024267616283964e+02,1.927980709993023234e-01
3.996111490629789387e+02,1.946993280321173692e-01
3.994199144067126781e+02,1.952338015756769629e-01
3.992287228595213833e+02,1.909008939172014696e-01
3.990375744880970501e+02,1.944871705949792196e-01
3.988464693591313903e+02,1.932550254792922140e-01
3.986554075393162861e+02,1.944055715806952966e-01
3.984643890953435061e+02,1.902236220986450455e-01
3.982734140939048189e+02,1.942546134042700823e-01
3.980824826016922771e+02,1.910110525864847641e-01
3.978915946853974788e+02,1.910885716500544673e-01
3.977007504117124199e+02,1.925614338578789941e-01
3.975099498473288691e+02,1.909661731286285968e-01
3.973191930589386516e+02,1.917699234193250835e-01
3.971284801132335929e+02,1.913415285943345923e-01
3.969378110769055752e+02,1.922921571107421013e-01
3.967471860166464239e+02,1.912109701714803378e-01
3.965566049991478508e+02,1.897911473229403345e-01
3.963660680911018517e+02,1.911742506150525822e-01
3.961755753592001383e+02,1.891505950608116660e-01
3.959851268701346498e+02,1.906560968743497564e-01
3.957947226905970410e+02,1.909824929314853925e-01
3.956043628872793647e+02,1.896728287522286838e-01
3.954140475268733894e+02,1.907091362336343077e-01
3.952237766760708269e+02,1.911538508614815945e-01
3.950335504015636729e+02,1.870983798515714058e-01
3.948433687700435257e+02,1.873186971901379394e-01
3.946532318482024948e+02,1.902481018029302251e-01
3.944631397027322919e+02,1.862375102508761759e-01
3.942730924003246287e+02,1.892811534836659204e-01
3.940830900076715579e+02,1.865067869980130688e-01
3.938931325914647346e+02,1.863925483780155823e-01
3.937032202183960976e+02,1.893627524979498156e-01
3.935133529551574156e+02,1.894157918572343668e-01
3.933235308684406277e+02,1.867393441887222061e-01
3.931337540249373887e+02,1.884651633408268301e-01
3.929440224913396378e+02,1.868658226608622686e-01
3.927543363343391434e+02,1.894647512658046984e-01
3.925646956206279015e+02,1.890159566872432195e-01
3.923751004168975669e+02,1.887222002358211470e-01
3.921855507898400219e+02,1.876777328529871391e-01
3.919960468061472625e+02,1.878490907829833412e-01
3.918065885325107729e+02,1.847279284866238935e-01
3.916171760356226628e+02,1.857030367073165822e-01
3.914278093821746438e+02,1.854133602066087017e-01
3.912384886388585983e+02,1.831163479545167005e-01
3.910492138723662947e+02,1.862619899551613278e-01
3.908599851493897290e+02,1.834794635680800923e-01
3.906708025366206130e+02,1.878572506844117251e-01
3.904816661007507150e+02,1.848503270080497363e-01
3.902925759084719743e+02,1.849727255294756068e-01
3.901035320264761594e+02,1.870861399994288021e-01
3.899145345214552094e+02,1.846504094230541626e-01
3.897255834601007791e+02,1.829449900245204985e-01
3.895366789091048076e+02,1.838384992309292920e-01
3.893478209351591204e+02,1.820433209166833211e-01
3.891590096049555427e+02,1.811702114638455152e-01
3.889702449851859569e+02,1.832020269195148154e-01
3.887815271425420747e+02,1.834101044059387731e-01
3.885928561437158351e+02,1.808234156531389192e-01
3.884042320553990066e+02,1.831408276588018802e-01
3.882156549442835285e+02,1.805704587088587942e-01
3.880271248770610555e+02,1.806846973288562808e-01
3.878386419204235835e+02,1.782856863089093968e-01
3.876502061410627675e+02,1.844504918380585889e-01
3.874618176056707171e+02,1.797503886153055397e-01
3.872734763809390302e+02,1.829164303695211269e-01
3.870851825335595322e+02,1.830184291373760097e-01
